word,root_word,root_definition,word_id,is_root,pos,wordnet_polysemy_count,wordnet_definitions,exclude_yutao,exclude_final,pos_tag
satisfied,satisfaction,"the contentment one feels when one has fulfilled a desire, need, or expectation",1298,False,verb,5,"meet the requirements or expectations of
make happy or satisfied
fill or meet a want or need
filled with satisfaction
allayed",,,JJ
satisfier,satisfaction,"the contentment one feels when one has fulfilled a desire, need, or expectation",1299,False,noun,1,any agent capable of producing satisfaction,,,NN
satisfy,satisfaction,"the contentment one feels when one has fulfilled a desire, need, or expectation",1302,False,verb,3,"meet the requirements or expectations of
make happy or satisfied
fill or meet a want or need",,,NN
satisfying,satisfaction,"the contentment one feels when one has fulfilled a desire, need, or expectation",1303,False,verb,5,"meet the requirements or expectations of
make happy or satisfied
fill or meet a want or need
providing abundant nourishment
providing freedom from worry",,,VBG
scorn,scorn,lack of respect accompanied by a feeling of intense dislike,1304,True,noun,4,"lack of respect accompanied by a feeling of intense dislike
open disrespect for a person or thing
look down on with disdain
reject with contempt",,,NN
scorner,scorn,lack of respect accompanied by a feeling of intense dislike,1308,False,noun,1,a person who expresses contempt by remarks or facial expression,,,NN
scorning,scorn,lack of respect accompanied by a feeling of intense dislike,1310,False,verb,2,"look down on with disdain
reject with contempt",,,VBG
sentiment,sentimentality,extravagant or affected feeling or emotion,1314,False,noun,2,"tender, romantic, or nostalgic feeling or emotion
a personal belief or judgment that is not founded on proof or certainty",,,NN
sentimental,sentimentality,extravagant or affected feeling or emotion,1315,False,adjective,2,"given to or marked by sentiment or sentimentality
effusively or insincerely emotional",,,NN
sentimentality,sentimentality,extravagant or affected feeling or emotion,1313,True,noun,2,"falsely emotional in a maudlin way
extravagant or affected feeling or emotion",,,NN
sentimentally,sentimentality,extravagant or affected feeling or emotion,1318,False,adverb,1,in a sentimental manner,,,RB
shame,shame,a painful emotion resulting from an awareness of inadequacy or guilt,1320,True,noun,7,"a painful emotion resulting from an awareness of inadequacy or guilt
a state of dishonor
an unfortunate development
bring shame or dishonor upon
compel through a sense of shame
cause to be ashamed
surpass or beat by a wide margin",,,NN
shaming,shame,a painful emotion resulting from an awareness of inadequacy or guilt,1326,False,verb,6,"bring shame or dishonor upon
compel through a sense of shame
cause to be ashamed
surpass or beat by a wide margin
make a pretence of
make believe with the intent to deceive",,,VBG
shock,shock,the feeling of distress and disbelief that you have when something bad happens accidentally,1332,True,noun,17,"the feeling of distress and disbelief that you have when something bad happens accidentally
the violent interaction of individuals or groups entering into combat
a reflex response to the passage of electric current through the body
(pathology) bodily collapse or near collapse caused by inadequate oxygen delivery to the cells; characterized by reduced cardiac output and rapid heartbeat and circulatory insufficiency and pallor
an instance of agitation of the earth's crust
an unpleasant or disappointing surprise
a pile of sheaves of grain set on end in a field to dry; stalks of Indian corn set up in a field
a bushy thick mass (especially hair)
a sudden jarring impact
a mechanical damper; absorbs energy of sudden impulses
surprise greatly; knock someone's socks off
strike with disgust or revulsion
strike with horror or terror
collide violently
collect or gather into shocks
subject to electrical shocks
inflict a trauma upon",,,NN
shocker,shock,the feeling of distress and disbelief that you have when something bad happens accidentally,1336,False,noun,2,"a shockingly bad person
a sensational message (in a film or play or novel)",,,NN
shocking,shock,the feeling of distress and disbelief that you have when something bad happens accidentally,1338,False,verb,9,"surprise greatly; knock someone's socks off
strike with disgust or revulsion
strike with horror or terror
collide violently
collect or gather into shocks
subject to electrical shocks
inflict a trauma upon
glaringly vivid and graphic; marked by sensationalism
giving offense to moral sensibilities and injurious to reputation; ; - Thackeray",,,VBG
sorrow,sorrow,an emotion of great sadness associated with loss or bereavement,1346,True,noun,5,"an emotion of great sadness associated with loss or bereavement
sadness associated with some wrong done or some disappointment
something that causes great unhappiness
the state of being sad
feel grief",,,NN
